Masina,Culoare,Anul productiei,Numar locuri,Combustibil,Cutie de viteze,Tip Caroserie,Capacitate cilindrica,Putere,Transmisie,Consum Urban,Consum Extraurban,Pret
Ford Focus,Albastru,2020,5.0,Benzina,Manuala,Compact,999.0,125.0,Fata,4.1,3.5,11748
BMW X5,Negru,2015,5.0,Diesel,Automata,SUV,2993.0,258.0,4x4,7.1,5.6,24000
Ford Kuga,Negru,2013,5.0,Diesel,Automata,SUV,1997.0,163.0,4x4,7.4,5.5,9700
Opel Mokka,Gri,2015,5.0,Diesel,Manuala,SUV,1598.0,136.0,Fata,4.7,3.8,7950
Mercedes-Benz GLE,Negru,2023,5.0,Diesel,Automata,SUV,1993.0,269.0,4x4,7.5,4.7,82000
Mercedes-Benz GLA,Negru,2015,5.0,Diesel,Automata,SUV,2143.0,136.0,4x4,6.0,4.5,12500
Mercedes-Benz C,Gri,2016,5.0,Diesel,Automata,Sedan,2143.0,170.0,4x4,5.4,4.2,18990
Skoda Superb,Argint,2024,5.0,Diesel,Automata,Sedan,1968.0,200.0,4x4,5.9,4.7,43978
Peugeot 3008,Alb,2019,5.0,Benzina,Automata,SUV,1598.0,181.0,Fata,7.0,4.8,22900
Mazda CX-30,Gri,2019,5.0,Benzina,Manuala,SUV,1998.0,180.0,4x4,5.6,4.5,23490
Audi A6 Allroad,Argint,2014,5.0,Diesel,Automata,Sedan,2967.0,245.0,4x4,7.4,5.6,14990
Dacia Dokker,Albastru,2015,5.0,Benzina,Manuala,Monovolum,1197.0,115.0,Fata,6.8,5.1,6900
Audi A6,Gri,2012,5.0,Diesel,Automata,Sedan,1968.0,177.0,Fata,6.0,4.4,13990
Dacia Duster,Maro,2013,5.0,Diesel,Manuala,SUV,1461.0,110.0,Fata,5.7,4.5,4950
Dacia Logan,Maro,2017,5.0,Benzina,Manuala,Sedan,898.0,90.0,Fata,6.4,4.4,6990
Renault Kadjar,Gri,2020,5.0,Diesel,Automata,SUV,1461.0,115.0,Fata,4.5,4.0,14990
Kia Sportage,Rosu,2019,5.0,Diesel,Automata,SUV,1598.0,136.0,Fata,4.8,4.5,15990
Audi A4,Gri,2005,5.0,Benzina,Manuala,Sedan,1781.0,163.0,Fata,11.3,6.4,3900
Kia Ceed,Alb,2019,5.0,Diesel,Manuala,Compact,1598.0,115.0,Fata,4.4,3.6,11490
Ford EcoSport,Gri,2018,5.0,Benzina,Manuala,SUV,999.0,125.0,Fata,6.2,4.6,11000
Volkswagen Touareg,Negru,2017,5.0,Diesel,Automata,SUV,2967.0,262.0,4x4,7.9,6.2,18000
Volkswagen Golf,Gri,2013,5.0,Diesel,Manuala,Sedan,1598.0,105.0,Fata,5.7,3.9,4600
Dacia Duster,Negru,2012,5.0,Diesel,Manuala,SUV,1461.0,107.0,Fata,5.7,4.6,5999
Volkswagen Passat,Alb,2016,5.0,Diesel,Automata,Sedan,1968.0,190.0,4x4,5.4,4.1,15600
Mercedes-Benz GLE,Negru,2016,5.0,Diesel,Automata,SUV,2987.0,258.0,4x4,8.6,6.9,38000
Audi A3,Negru,2018,5.0,Benzina,Automata,Sedan,1984.0,190.0,Fata,8.3,5.2,21990
Porsche Macan,Gri,2021,5.0,Benzina,Automata,SUV,2894.0,381.0,4x4,12.1,8.0,89250
Nissan Juke,Negru,2011,5.0,Diesel,Manuala,SUV,1461.0,110.0,Fata,6.1,4.5,6950
Volkswagen Polo,Alb,2020,5.0,Diesel,Manuala,Compact,1598.0,95.0,Fata,4.4,3.3,10710
Nissan Juke,Argint,2013,5.0,Diesel,Manuala,SUV,1461.0,110.0,Fata,5.7,4.5,5999
Opel Insignia,Albastru,2019,5.0,Benzina,Automata,Sedan,1490.0,165.0,Fata,7.5,5.3,13000
Skoda Superb,Argint,2017,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.3,3.5,17900
Nissan X-Trail,Gri,2017,5.0,Diesel,Automata,SUV,1598.0,130.0,Fata,6.0,4.9,13290
BMW X5 M,Negru,2014,5.0,Diesel,Automata,SUV,2993.0,381.0,4x4,8.7,6.7,25000
Volkswagen Golf,Negru,2015,5.0,Diesel,Automata,Sedan,1598.0,110.0,Fata,4.6,3.7,7750
Nissan Qashqai,Alte culori,2020,5.0,Diesel,Automata,SUV,1461.0,115.0,Fata,4.5,3.8,15000
Nissan Juke,Gri,2013,5.0,Diesel,Manuala,SUV,1461.0,110.0,Fata,5.9,4.5,6850
BMW Seria 5,Alte culori,2008,5.0,Benzina,Automata,Sedan,2497.0,190.0,Spate,10.3,5.9,6850
BMW Seria 7,Gri,2018,5.0,Diesel,Automata,Sedan,2993.0,320.0,4x4,6.9,4.9,38913
Mercedes-Benz GLC,Gri,2017,5.0,Benzina,Automata,SUV,1991.0,211.0,4x4,6.8,5.6,31950
Volkswagen T-Cross,Alte culori,2021,5.0,Benzina,Automata,SUV,999.0,110.0,Fata,6.1,4.3,20900
Volkswagen Tiguan,Gri,2020,5.0,Benzina,Automata,SUV,1498.0,150.0,Fata,6.9,4.9,18750
Ford EcoSport,Maro,2019,5.0,Benzina,Automata,SUV,999.0,125.0,Fata,7.2,5.0,13990
Skoda Superb,Negru,2020,5.0,Diesel,Manuala,Sedan,1968.0,150.0,Fata,4.4,3.4,25500
Mercedes-Benz C,Negru,2019,5.0,Diesel,Automata,Sedan,1950.0,194.0,Spate,5.2,4.0,21955
Skoda Octavia,Albastru,2021,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,5.4,4.2,17850
Skoda Octavia,Gri,2021,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.4,3.3,22900
Renault Kangoo,Alb,2019,2.0,Diesel,Manuala,Monovolum,1461.0,90.0,Fata,5.7,4.6,11900
Audi A6,Albastru,2020,5.0,Diesel,Automata,Sedan,1968.0,204.0,Fata,5.0,4.2,25349
Mercedes-Benz C,Gri,2015,5.0,Diesel,Manuala,Sedan,1598.0,116.0,Spate,4.9,3.7,11900
Volkswagen Touareg,Albastru,2020,5.0,Diesel,Automata,SUV,2967.0,286.0,4x4,7.7,5.9,52000
Dacia Duster,Negru,2018,4.0,Diesel,Manuala,SUV,1461.0,110.0,4x4,5.7,5.0,9950
Opel Zafira,Gri,2017,7.0,Diesel,Automata,Monovolum,1956.0,170.0,Fata,8.0,4.5,8390
Renault Captur,Negru,2020,5.0,Diesel,Automata,SUV,1461.0,115.0,Fata,4.4,3.9,14989
Ford Focus,Negru,2022,5.0,Benzina,Manuala,Sedan,999.0,125.0,Fata,5.9,4.2,14450
BMW X3,Gri,2016,5.0,Diesel,Automata,SUV,1995.0,190.0,4x4,5.3,4.6,25000
Renault Megane,Albastru,2021,5.0,Diesel,Automata,Compact,1461.0,116.0,Fata,4.7,3.7,15490
Volvo XC 90,Gri,2016,2.0,Diesel,Automata,SUV,1969.0,225.0,4x4,5.8,4.7,23990
BMW Seria 7,Gri,2016,5.0,Diesel,Automata,Sedan,2993.0,320.0,4x4,6.9,4.9,31990
Nissan Qashqai+2,Negru,2010,7.0,Diesel,Manuala,SUV,1994.0,150.0,4x4,9.3,5.9,7450
BMW Seria 2,Maro,2016,5.0,Benzina,Automata,Sedan,1998.0,192.0,Fata,6.7,4.7,20500
BMW X6 M,Alb,2015,5.0,Diesel,Automata,SUV,2993.0,381.0,4x4,7.2,6.3,32500
Toyota Auris,Alb,2018,5.0,Hibrid,Automata,Sedan,1798.0,99.0,Fata,3.7,3.8,15299
Audi A3,Alb,2015,5.0,Diesel,Automata,Compact,1598.0,110.0,Fata,4.4,3.6,12150
Volkswagen Golf,Negru,2011,5.0,Diesel,Manuala,Sedan,1598.0,105.0,Fata,4.9,3.3,3450
Mercedes-Benz ML,Gri,2012,5.0,Diesel,Automata,SUV,2987.0,258.0,4x4,7.8,6.3,17990
Audi Q5,Gri,2017,5.0,Diesel,Automata,SUV,1968.0,163.0,4x4,5.3,4.7,25999
Nissan Qashqai,Gri,2014,5.0,Diesel,Manuala,SUV,1598.0,130.0,4x4,6.1,4.6,13490
Skoda Superb,Gri,2011,5.0,Diesel,Manuala,Sedan,1598.0,105.0,Fata,5.3,4.1,7990
Seat Exeo,Alb,2010,5.0,Diesel,Manuala,Sedan,1968.0,120.0,Fata,5.6,3.9,5350
Volkswagen Passat,Argint,2015,5.0,Diesel,Automata,Sedan,1598.0,120.0,Fata,4.7,3.7,12490
Volkswagen Polo,Rosu,2009,5.0,Benzina,Manuala,Compact,1390.0,86.0,Fata,8.0,4.7,4990
BMW Seria 5,Albastru,2016,5.0,Diesel,Automata,Sedan,2993.0,313.0,4x4,7.6,5.7,21900
BMW X1,Alb,2013,5.0,Diesel,Automata,SUV,1995.0,143.0,4x4,6.1,5.1,10499
Volkswagen Caddy,Alb,2012,7.0,Diesel,Manuala,Monovolum,1598.0,102.0,Fata,6.0,4.8,6999
Hyundai ix35,Negru,2010,5.0,Diesel,Automata,SUV,1995.0,184.0,4x4,7.5,5.0,9990
Renault Kangoo,Alb,2021,2.0,Diesel,Manuala,Monovolum,1461.0,115.0,Fata,5.1,4.2,14250
Land Rover Range Rover Evoque,Gri,2020,5.0,Hibrid,Automata,SUV,1999.0,150.0,4x4,6.6,5.1,23990
Volvo XC 60,Rosu,2013,5.0,Diesel,Automata,SUV,2400.0,163.0,4x4,8.5,5.3,13490
Renault Clio,Alb,2013,5.0,Diesel,Manuala,Sedan,1461.0,90.0,Fata,4.3,3.6,8050
Nissan Qashqai,Negru,2015,5.0,Diesel,Manuala,SUV,1598.0,130.0,4x4,6.1,4.5,13990
Skoda Scala,Albastru,2022,5.0,Benzina,Manuala,Sedan,999.0,110.0,Fata,6.4,4.2,15990
BMW X1,Albastru,2020,5.0,Diesel,Automata,SUV,1995.0,150.0,4x4,5.1,4.6,27900
Skoda Karoq,Argint,2021,5.0,Diesel,Automata,SUV,1968.0,150.0,4x4,5.6,4.2,16999
Peugeot 5008,Negru,2017,6.0,Diesel,Automata,SUV,1560.0,120.0,Fata,4.9,4.0,15990
Volkswagen Golf,Albastru,2017,5.0,Diesel,Manuala,Compact,1598.0,115.0,Fata,4.6,3.8,13300
Skoda Kodiaq,Gri,2020,5.0,Benzina,Automata,SUV,1984.0,190.0,4x4,8.5,6.0,29150
Toyota Corolla,Alte culori,2021,5.0,Hibrid,Automata,Sedan,1798.0,98.0,Fata,3.1,3.5,23899
Mercedes-Benz GLE,Negru,2023,5.0,Hibrid,Automata,SUV,1993.0,197.0,4x4,7.0,5.4,91922
Volkswagen Golf,Gri,2010,5.0,Benzina,Automata,Compact,1390.0,160.0,Fata,8.4,5.3,6400
BMW Seria 5,Negru,2013,5.0,Diesel,Automata,Sedan,1995.0,218.0,4x4,6.2,4.8,18900
Audi A8,Negru,2018,5.0,Benzina,Automata,Sedan,2995.0,340.0,4x4,10.5,6.3,39990
Citroën C5 Aircross,Alb,2023,5.0,Diesel,Automata,SUV,1499.0,130.0,Fata,4.4,3.9,34990
BMW Seria 5,Gri,2023,5.0,Diesel,Automata,Sedan,1995.0,190.0,4x4,5.3,4.2,47005
BMW Seria 2,Gri,2019,5.0,Benzina,Automata,Compact,1499.0,140.0,Fata,5.1,4.5,23776
Volkswagen Golf,Rosu,2020,5.0,Diesel,Manuala,Sedan,1598.0,115.0,Fata,4.6,3.8,12959
Volkswagen Golf,Gri,2018,5.0,Benzina,Manuala,Sedan,999.0,110.0,Fata,5.9,4.1,10500
Ford Fiesta,Albastru,2016,5.0,Benzina,Manuala,Compact,999.0,100.0,Fata,5.3,3.7,7800
Seat Toledo,Alb,2019,5.0,Benzina,Manuala,Sedan,999.0,95.0,Fata,4.0,3.4,7890
Mini Countryman,Alb,2013,5.0,Benzina,Manuala,Compact,1598.0,122.0,4x4,7.4,5.2,7300
Volvo S90,Albastru,2019,5.0,Diesel,Automata,Sedan,1969.0,235.0,4x4,6.4,4.9,29500
Mercedes-Benz ML,Negru,2015,5.0,Diesel,Automata,SUV,2987.0,258.0,4x4,7.8,6.3,33796
Volkswagen Passat,Albastru,2010,5.0,Diesel,Manuala,Sedan,1968.0,170.0,Fata,5.4,4.1,5950
Opel Insignia,Maro,2014,5.0,Diesel,Manuala,Sedan,1956.0,163.0,4x4,8.4,4.9,8490
Mini Countryman,Alb,2014,5.0,Diesel,Manuala,Compact,1598.0,90.0,Fata,4.7,4.2,8500
Mercedes-Benz CLS,Gri,2022,5.0,Diesel,Automata,Sedan,2925.0,340.0,4x4,6.8,4.9,58500
Volkswagen Golf,Gri,2012,5.0,Diesel,Manuala,Compact,1598.0,105.0,Fata,5.2,3.5,6000
Audi A1,Gri,2015,4.0,Benzina,Automata,Sport,1798.0,192.0,Fata,7.1,4.7,9690
Porsche Macan,Albastru,2015,5.0,Diesel,Automata,SUV,2967.0,258.0,4x4,6.7,5.9,30800
Ford Focus,Rosu,2018,5.0,Benzina,Manuala,Compact,999.0,125.0,Fata,5.7,4.1,13800
Land Rover Range Rover Evoque,Gri,2018,5.0,Diesel,Automata,SUV,1999.0,150.0,4x4,6.6,5.1,21490
Skoda Superb,Gri,2016,5.0,Diesel,Automata,Sedan,1968.0,190.0,4x4,6.1,4.5,17490
Volkswagen Golf,Negru,2020,5.0,Diesel,Automata,Compact,1968.0,150.0,Fata,4.9,3.8,21000
Opel Astra,Gri,2017,5.0,Diesel,Manuala,Sedan,1598.0,110.0,Fata,4.2,3.6,7800
Dacia Logan,Alb,2021,5.0,Benzina,Manuala,Sedan,999.0,90.0,Fata,6.1,4.0,10800
Mazda 3,Albastru,2006,5.0,Benzina,Manuala,Compact,1598.0,105.0,Fata,8.3,5.2,3199
Dacia Logan,Albastru,2018,5.0,Benzina,Manuala,Sedan,998.0,73.0,Fata,6.0,4.6,7750
Mercedes-Benz Vito,Alb,2024,6.0,Diesel,Automata,Monovolum,1950.0,136.0,Spate,6.8,5.7,52675
Mercedes-Benz E,Gri,2023,5.0,Benzina,Automata,Sedan,3982.0,612.0,4x4,15.7,9.3,145900
Mercedes-Benz GLB,Albastru,2023,5.0,Benzina,Automata,SUV,1332.0,163.0,4x4,8.3,5.7,49900
Skoda Octavia,Gri,2014,5.0,Benzina,Manuala,Sedan,1395.0,140.0,Fata,6.5,4.6,9099
Dacia Logan,Alb,2018,5.0,Benzina,Manuala,Sedan,998.0,73.0,Fata,6.6,4.6,6800
Volkswagen Golf Plus,Argint,2010,5.0,Diesel,Manuala,Monovolum,1598.0,105.0,Fata,5.2,3.9,4600
Audi A4,Gri,2016,5.0,Diesel,Automata,Sedan,2967.0,272.0,4x4,5.4,4.6,24500
Land Rover Range Rover Sport,Maro,2017,5.0,Diesel,Automata,SUV,2993.0,306.0,4x4,7.9,6.4,24990
Toyota Land Cruiser,Gri,2019,5.0,Diesel,Automata,SUV,2755.0,177.0,4x4,9.2,6.3,58899
Opel Insignia,Negru,2019,5.0,Benzina,Manuala,Sedan,1490.0,165.0,Fata,7.2,4.8,12950
Seat Exeo,Gri,2012,5.0,Diesel,Manuala,Sedan,1968.0,143.0,Fata,7.4,4.1,7000
Renault Megane,Maro,2019,5.0,Benzina,Manuala,Sedan,1332.0,116.0,Fata,7.0,4.4,11950
Volkswagen Golf,Gri,2012,5.0,Diesel,Manuala,Compact,1598.0,105.0,Fata,4.9,3.3,4750
Mercedes-Benz E,Negru,2020,5.0,Diesel,Automata,Sedan,1950.0,194.0,Spate,5.7,4.1,29900
Mercedes-Benz C,Negru,2020,5.0,Diesel,Automata,Sedan,1597.0,122.0,Spate,4.9,4.0,17850
Mercedes-Benz GLC,Gri,2019,5.0,Diesel,Automata,SUV,1950.0,194.0,4x4,5.7,4.9,29990
Hyundai Tucson,Alb,2021,5.0,Diesel,Automata,SUV,1598.0,136.0,Fata,5.0,5.0,18990
BMW Seria 5,Gri,2013,5.0,Diesel,Automata,Sedan,1995.0,218.0,4x4,6.2,4.9,17500
Mercedes-Benz Vito,Albastru,2021,6.0,Diesel,Automata,Monovolum,1950.0,136.0,Spate,6.9,5.8,24800
Dacia Logan,Gri,2019,5.0,Benzina,Manuala,Sedan,998.0,73.0,Fata,6.5,4.9,6800
Volkswagen Polo,Negru,2010,5.0,Benzina,Manuala,Compact,1390.0,75.0,Fata,8.6,5.3,4400
Hyundai ix35,Albastru,2013,5.0,Benzina,Manuala,SUV,1998.0,163.0,4x4,9.9,6.3,9990
BMW Seria 7,Negru,2016,5.0,Diesel,Automata,Sedan,2993.0,265.0,4x4,6.3,5.0,32000
Volvo XC 60,Gri,2019,5.0,Diesel,Automata,SUV,1969.0,235.0,4x4,5.8,4.7,26990
Volkswagen Passat,Negru,2010,5.0,Benzina,Automata,Sedan,1798.0,160.0,Fata,9.8,5.6,5500
Toyota Aygo,Rosu,2022,5.0,Benzina,Manuala,Compact,998.0,72.0,Fata,4.9,3.6,7699
Peugeot 3008,Rosu,2017,5.0,Benzina,Automata,SUV,1199.0,130.0,Fata,6.3,4.7,15490
Audi A4,Albastru,2020,5.0,Diesel,Automata,Sedan,1968.0,190.0,Fata,5.0,4.5,23900
Dacia Logan,Maro,2018,5.0,Benzina,Manuala,Sedan,998.0,73.0,Fata,6.6,4.6,7490
Nissan Qashqai,Albastru,2008,5.0,Diesel,Manuala,SUV,1995.0,150.0,4x4,7.5,5.2,6999
BMW Seria 3,Albastru,2023,5.0,Benzina,Automata,Sedan,1998.0,156.0,Spate,6.7,4.4,34900
Jaguar XE,Albastru,2024,5.0,Benzina,Automata,Sedan,1998.0,250.0,Spate,8.2,5.8,54621
Volvo XC 60,Gri,2014,5.0,Diesel,Automata,SUV,2400.0,181.0,4x4,8.5,5.3,14990
Skoda Kodiaq,Negru,2022,5.0,Diesel,Automata,SUV,1968.0,150.0,Fata,5.4,4.0,29490
Mercedes-Benz E,Albastru,2018,5.0,Diesel,Automata,Sedan,1950.0,194.0,4x4,5.9,4.5,35698
Volkswagen Passat,Gri,2019,5.0,Diesel,Automata,Sedan,1968.0,190.0,Fata,5.4,4.1,18950
Opel Corsa,Negru,2019,5.0,Benzina,Automata,Compact,1398.0,90.0,Fata,7.8,4.9,9250
Audi A6,Gri,2023,5.0,Diesel,Automata,Sedan,1968.0,204.0,Fata,4.8,4.0,69900
Audi Q7,Negru,2018,5.0,Diesel,Automata,SUV,2967.0,232.0,4x4,7.7,6.3,35950
Seat Leon,Negru,2020,5.0,Diesel,Manuala,Sedan,1598.0,116.0,Fata,4.4,3.8,11650
BMW X6,Negru,2018,5.0,Diesel,Automata,SUV,2993.0,258.0,4x4,6.8,5.6,39990
Volkswagen T-ROC,Maro,2018,5.0,Diesel,Automata,SUV,1968.0,150.0,4x4,5.6,4.8,19250
Mercedes-Benz GLC,Albastru,2020,5.0,Benzina,Automata,SUV,1991.0,197.0,4x4,8.9,6.0,36700
Renault Megane,Gri,2016,5.0,Benzina,Manuala,Compact,1198.0,130.0,Fata,6.8,4.5,8899
Audi A4 Allroad,Alb,2018,5.0,Diesel,Manuala,Sedan,1968.0,150.0,4x4,6.9,5.2,21499
Renault Espace,Argint,2015,6.0,Diesel,Automata,Monovolum,1598.0,160.0,Fata,5.1,4.4,11200
Fiat Doblo,Alb,2021,3.0,Diesel,Manuala,Monovolum,1598.0,105.0,Fata,6.9,4.9,12990
Volvo XC 60,Alb,2016,5.0,Diesel,Automata,SUV,1969.0,190.0,Fata,5.8,4.7,17800
Volkswagen Polo,Negru,2012,5.0,Benzina,Manuala,Compact,1390.0,86.0,Fata,8.0,4.7,4690
BMW X5,Alb,2018,5.0,Diesel,Automata,SUV,2993.0,258.0,4x4,7.1,5.7,28500
BMW Seria 7,Gri,2018,5.0,Diesel,Automata,Sedan,2993.0,265.0,4x4,6.3,5.0,36500
Skoda Octavia,Rosu,2018,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.4,3.2,12001
Audi S7,Maro,2015,5.0,Benzina,Automata,Sedan,3993.0,450.0,4x4,13.4,7.5,25499
Volkswagen Golf,Negru,2008,5.0,Benzina,Manuala,Compact,1390.0,80.0,Fata,9.4,5.5,3890
Porsche Panamera,Albastru,2019,4.0,Benzina,Automata,Sedan,3996.0,460.0,4x4,14.2,8.1,80000
Fiat Doblo,Alb,2021,2.0,Diesel,Manuala,Monovolum,1598.0,105.0,Fata,6.9,4.9,12990
Hyundai Tucson,Negru,2017,5.0,Diesel,Manuala,SUV,1995.0,185.0,4x4,6.0,4.8,15777
Kia Sportage,Negru,2014,5.0,Diesel,Manuala,SUV,1685.0,115.0,Fata,6.3,4.8,8990
Audi Q7,Alb,2017,5.0,Diesel,Automata,SUV,2967.0,272.0,4x4,6.2,5.4,33900
Volkswagen Tiguan,Negru,2014,5.0,Diesel,Automata,SUV,1968.0,140.0,4x4,9.2,5.9,11490
Volkswagen Polo,Gri,2011,5.0,Diesel,Manuala,Compact,1598.0,90.0,Fata,4.6,3.2,4490
Skoda Octavia,Gri,2020,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,5.1,4.0,18500
Dacia Logan,Maro,2019,5.0,Benzina,Manuala,Sedan,998.0,73.0,Fata,6.5,4.9,7500
Toyota Corolla,Gri,2020,5.0,Hibrid,Automata,Compact,1798.0,98.0,Fata,3.3,3.5,16990
Dacia Lodgy,Alb,2015,6.0,Benzina,Manuala,Monovolum,1198.0,115.0,Fata,7.1,5.1,6690
Mitsubishi Outlander,Maro,2012,5.0,Diesel,Manuala,SUV,2268.0,177.0,4x4,8.1,5.6,6390
Skoda Octavia,Negru,2019,5.0,Diesel,Automata,Sedan,1598.0,116.0,Fata,5.4,4.2,11305
BMW Seria 5,Gri,2012,5.0,Diesel,Automata,Sedan,2993.0,313.0,4x4,7.6,5.7,13900
Mercedes-Benz GLB,Rosu,2022,5.0,Benzina,Automata,SUV,1991.0,306.0,4x4,9.3,6.4,53550
Dacia Duster,Negru,2012,5.0,Diesel,Manuala,SUV,1461.0,107.0,Fata,6.4,4.9,5650
Volkswagen Tiguan,Alb,2017,5.0,Diesel,Automata,SUV,1968.0,150.0,Fata,6.7,5.0,17898
Honda CR-V,Rosu,2020,5.0,Benzina,Automata,SUV,1498.0,193.0,4x4,11.5,7.4,25950
Mercedes-Benz GLC,Negru,2016,5.0,Diesel,Automata,SUV,2143.0,204.0,4x4,6.9,5.4,23999
BMW X6,Gri,2015,5.0,Diesel,Automata,SUV,2993.0,313.0,4x4,7.1,5.8,26999
Mercedes-Benz E,Negru,2016,5.0,Diesel,Automata,Sedan,1950.0,194.0,Spate,5.7,4.1,23450
Dacia Duster,Gri,2021,5.0,Diesel,Manuala,SUV,1461.0,115.0,4x4,4.9,4.5,15290
Ford S-Max,Alb,2019,5.0,Diesel,Automata,Monovolum,1998.0,190.0,4x4,7.0,5.2,16784
Audi A4 Allroad,Negru,2018,5.0,Diesel,Automata,Sedan,1968.0,190.0,4x4,6.5,5.1,26490
Renault Koleos,Negru,2017,5.0,Diesel,Automata,SUV,1995.0,177.0,4x4,7.0,6.0,17599
Kia Sportage,Rosu,2016,5.0,Benzina,Automata,SUV,1591.0,177.0,4x4,8.5,6.8,15500
BMW Seria 7,Gri,2017,5.0,Benzina,Automata,Sedan,2998.0,326.0,Spate,9.4,5.3,23900
Renault Grand Scenic,Alte culori,2011,6.0,Diesel,Manuala,Monovolum,1461.0,110.0,Fata,5.8,4.4,2850
Hyundai ix35,Maro,2014,5.0,Diesel,Manuala,SUV,1685.0,115.0,Fata,6.0,4.8,9750
Renault Scenic,Alb,2011,5.0,Diesel,Manuala,Monovolum,1598.0,130.0,Fata,5.1,4.0,3999
Renault Talisman,Gri,2019,5.0,Diesel,Manuala,Sedan,1749.0,120.0,Fata,5.5,4.8,13600
Volkswagen Tiguan,Albastru,2019,5.0,Diesel,Automata,SUV,1968.0,150.0,Fata,5.3,4.7,19990
Audi Q7,Gri,2018,7.0,Diesel,Automata,SUV,2967.0,286.0,4x4,7.2,6.2,43850
BMW X3,Negru,2018,5.0,Benzina,Automata,SUV,1998.0,252.0,4x4,8.4,6.4,27500
BMW Seria 5,Gri,2017,5.0,Hibrid,Automata,Sedan,1998.0,252.0,Spate,6.9,4.8,23200
BMW Seria 2,Rosu,2015,5.0,Diesel,Automata,Sedan,1995.0,190.0,4x4,5.3,4.4,13700
Skoda Octavia,Maro,2018,5.0,Diesel,Automata,Sedan,1968.0,184.0,4x4,5.6,4.4,14990
Audi A5,Alb,2012,5.0,Diesel,Manuala,Sedan,1968.0,177.0,Fata,5.5,4.1,12790
Mercedes-Benz E,Maro,2016,5.0,Diesel,Automata,Sedan,1950.0,194.0,Spate,5.7,4.1,24990
BMW X1,Albastru,2020,5.0,Diesel,Automata,SUV,1995.0,190.0,4x4,5.3,4.8,27952
Dacia Duster,Gri,2017,5.0,Diesel,Manuala,SUV,1461.0,110.0,Fata,6.5,5.3,7899
Skoda Kodiaq,Negru,2020,5.0,Diesel,Automata,SUV,1968.0,150.0,4x4,5.9,4.4,17950
Mitsubishi Outlander,Negru,2012,7.0,Diesel,Automata,SUV,2179.0,156.0,4x4,9.3,6.0,8999
Renault Kadjar,Rosu,2016,5.0,Diesel,Manuala,SUV,1598.0,130.0,4x4,5.5,4.6,11599
Dacia Logan,Alb,2013,5.0,Diesel,Manuala,Sedan,1461.0,88.0,Fata,5.4,4.2,5950
Hyundai KONA,Gri,2019,5.0,Benzina,Manuala,SUV,998.0,120.0,Fata,7.0,4.2,13500
Mercedes-Benz GLC,Albastru,2020,5.0,Hibrid,Automata,SUV,1991.0,211.0,4x4,7.3,5.9,40900
Dacia Duster,Alb,2021,5.0,Diesel,Manuala,SUV,1461.0,115.0,Fata,4.6,3.8,13950
Volkswagen T-Cross,Gri,2024,5.0,Benzina,Automata,SUV,999.0,115.0,Fata,5.6,4.5,22900
Mercedes-Benz GLC,Gri,2017,5.0,Diesel,Automata,SUV,2143.0,204.0,4x4,6.9,5.4,28548
BMW X5 M,Albastru,2018,5.0,Benzina,Automata,SUV,4395.0,575.0,4x4,6.7,4.9,41500
Renault Clio,Alb,2021,5.0,Benzina,Manuala,Compact,999.0,90.0,Fata,6.1,4.1,10450
Audi A6,Negru,2020,5.0,Diesel,Automata,Sedan,1968.0,204.0,Fata,4.9,4.2,22610
BMW X5,Gri,2018,5.0,Diesel,Automata,SUV,2993.0,258.0,4x4,7.1,5.7,37400
Skoda Superb,Gri,2020,5.0,Diesel,Automata,Sedan,1968.0,190.0,Fata,5.3,4.0,21800
BMW X5,Alb,2016,5.0,Diesel,Automata,SUV,1995.0,231.0,4x4,6.2,5.2,23400
Mercedes-Benz S,Negru,2024,5.0,Diesel,Automata,Sedan,2989.0,367.0,4x4,10.9,6.0,136144
Mercedes-Benz A,Alb,2018,5.0,Diesel,Automata,Compact,1461.0,109.0,Fata,4.3,3.4,18450
Volkswagen Passat,Gri,2020,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,5.1,3.9,23500
Ford EcoSport,Alte culori,2022,5.0,Benzina,Manuala,SUV,999.0,125.0,Fata,6.2,4.6,18490
Volkswagen Golf,Albastru,2013,5.0,Diesel,Automata,Compact,1598.0,110.0,Fata,4.5,3.6,9750
Opel Meriva,Albastru,2011,5.0,Diesel,Automata,Monovolum,1686.0,100.0,Fata,8.6,5.1,5999
Hyundai i40,Gri,2019,5.0,Diesel,Automata,Sedan,1598.0,136.0,Fata,4.7,3.9,15500
Volkswagen T-Cross,Negru,2023,5.0,Benzina,Automata,SUV,999.0,110.0,Fata,6.1,4.3,18900
Hyundai ix35,Alte culori,2010,5.0,Diesel,Manuala,SUV,1995.0,136.0,4x4,6.9,4.7,6500
Toyota Corolla,Gri,2020,5.0,Hibrid,Automata,Sedan,1798.0,98.0,Fata,5.9,4.2,22902
Alfa Romeo Stelvio,Alb,2018,5.0,Diesel,Automata,SUV,2143.0,210.0,4x4,6.7,5.4,24500
